Customer_ID,Customer_Country_Name,Customer_Gender,Customer_Age
13891,United Kingdom,male,24.0
13892,United Kingdom,Female,66.0
13893,United Kingdom,female,105.0
13894,United Kingdom,male,38.0
13895,United Kingdom,female,31.0
13896,United Kingdom,female,74.0
13897,United Kingdom,female,59.0
13898,United Kingdom,female,62.0
13899,United Kingdom,male,68.0
13900,United Kingdom,male,36.0
13901,United Kingdom,female,62.0
13902,Denmark,male,96.0
13903,United Kingdom,male,23.0
13904,United Kingdom,male,46.0
13905,United Kingdom,male,17.0
13906,United Kingdom,female,60.0
13907,United Kingdom,male,40.0
13908,United Kingdom,male,94.0
13909,United Kingdom,male,40.0
13910,United Kingdom,female,47.0
13911,United Kingdom,male,37.0
13912,United Kingdom,female,16.0
13913,United Kingdom,female,66.0
13914,United Kingdom,male,18.0
13915,United Kingdom,female,34.0
13916,United Kingdom,male,86.0
13917,United Kingdom,female,85.0
13918,United Kingdom,female,68.0
13919,Denmark,female,72.0
13920,United Kingdom,female,49.0
13921,United Kingdom,female,81.0
13922,United Kingdom,female,50.0
13923,United Kingdom,female,60.0
13924,United Kingdom,female,33.0
13925,United Kingdom,female,42.0
13926,United Kingdom,female,60.0
13927,United Kingdom,female,23.0
13928,United Kingdom,male,41.0
13929,United Kingdom,female,34.0
13930,United Kingdom,nan,58.0
13931,United Kingdom,female,37.0
13932,United Kingdom,female,35.0
13933,United Kingdom,male,60.0
13934,United Kingdom,female,29.0
13935,United Kingdom,male,66.0
13936,United Kingdom,male,56.0
13937,United Kingdom,nan,56.0
13938,United Kingdom,male,71.0
13939,United Kingdom,female,41.0
13940,United Kingdom,male,61.0
13941,United Kingdom,male,50.0
13942,United Kingdom,male,91.0
13943,United Kingdom,male,36.0
13944,United Kingdom,Female,42.0
13945,United Kingdom,female,33.0
13946,United Kingdom,female,63.0
13947,United Kingdom,male,45.0
13948,United Kingdom,male,20.0
13949,United Kingdom,male,86.0
13950,United Kingdom,male,79.0
13951,United Kingdom,male,23.0
13952,United Kingdom,male,45.0
13953,United Kingdom,MALE,84.0
13954,United Kingdom,female,34.0
13955,United Kingdom,female,91.0
13956,United Kingdom,nan,82.0
13957,United Kingdom,female,45.0
13958,United Kingdom,male,53.0
13959,United Kingdom,female,38.0
13960,United Kingdom,male,73.0
13961,United Kingdom,female,70.0
13962,United Kingdom,female,54.0
13963,United Kingdom,male,12.0
13964,United Kingdom,female,80.0
13965,United Kingdom,female,50.0
13966,United Kingdom,male,33.0
13967,United Kingdom,male,15.0
13968,United Kingdom,female,50.0
13969,United Kingdom,male,26.0
13970,United Kingdom,male,54.0
13971,United Kingdom,female,106.0
13972,United Kingdom,male,69.0
13973,United Kingdom,female,49.0
13974,United Kingdom,male,79.0
13975,United Kingdom,female,83.0
13976,United Kingdom,female,21.0
13977,United Kingdom,female,54.0
13978,United Kingdom,male,56.0
13979,United Kingdom,male,29.0
13980,United Kingdom,male,24.0
13981,United Kingdom,male,43.0
13982,United Kingdom,female,80.0
13983,United Kingdom,male,29.0
13984,United Kingdom,female,50.0
13985,United Kingdom,male,57.0
13986,United Kingdom,male,31.0
13987,United Kingdom,female,69.0
13988,United Kingdom,male,43.0
13989,United Kingdom,female,42.0
13990,United Kingdom,female,47.0
13991,United Kingdom,male,34.0
13992,United Kingdom,male,90.0
13993,United Kingdom,female,10.0
13994,United Kingdom,MALE,49.0
13995,United Kingdom,female,25.0
13996,United Kingdom,female,42.0
13997,United Kingdom,male,10.0
13998,United Kingdom,male,55.0
13999,United Kingdom,female,66.0
14000,United Kingdom,male,74.0
14001,United Kingdom,female,12.0
14002,United Kingdom,male,97.0
14003,United Kingdom,female,21.0
14004,United Kingdom,female,49.0
14005,United Kingdom,female,72.0
14006,United Kingdom,female,52.0
14007,United Kingdom,male,25.0
14008,United Kingdom,female,
14009,United Kingdom,male,77.0
14010,United Kingdom,male,37.0
14011,United Kingdom,female,100.0
14012,United Kingdom,male,30.0
14013,United Kingdom,male,57.0
14014,United Kingdom,female,55.0
14015,United Kingdom,male,27.0
14016,EIRE,male,39.0
14017,United Kingdom,female,35.0
14018,United Kingdom,male,58.0
14019,United Kingdom,male,36.0
14020,United Kingdom,female,45.0
14021,United Kingdom,male,27.0
14022,United Kingdom,Female,51.0
14023,United Kingdom,male,53.0
14024,United Kingdom,female,22.0
14025,United Kingdom,male,45.0
14026,United Kingdom,male,25.0
14027,United Kingdom,male,65.0
14028,United Kingdom,male,41.0
14029,United Kingdom,male,13.0
14030,United Kingdom,female,41.0
14031,United Kingdom,male,21.0
14032,United Kingdom,male,16.0
14033,United Kingdom,male,20.0
14034,United Kingdom,female,53.0
14035,United Kingdom,male,42.0
14036,United Kingdom,male,31.0
14037,United Kingdom,male,68.0
14038,United Kingdom,male,67.0
14039,United Kingdom,female,35.0
14040,United Kingdom,female,38.0
14041,United Kingdom,female,50.0
14042,United Kingdom,nan,21.0
14043,United Kingdom,male,112.0
14044,United Kingdom,male,32.0
14045,United Kingdom,male,42.0
14046,United Kingdom,female,54.0
14047,United Kingdom,female,44.0
14048,United Kingdom,female,73.0
14049,United Kingdom,male,35.0
14050,United Kingdom,male,26.0
14051,United Kingdom,female,30.0
14052,United Kingdom,male,78.0
14053,United Kingdom,male,40.0
14054,United Kingdom,male,76.0
14055,United Kingdom,female,24.0
14056,United Kingdom,male,38.0
14057,United Kingdom,male,28.0
14058,United Kingdom,female,43.0
14059,United Kingdom,female,55.0
14060,United Kingdom,female,40.0
14061,United Kingdom,male,36.0
14062,United Kingdom,male,62.0
14063,United Kingdom,female,51.0
14064,United Kingdom,male,26.0
14065,United Kingdom,male,66.0
14066,United Kingdom,female,91.0
14067,United Kingdom,male,103.0
14068,United Kingdom,male,58.0
14069,United Kingdom,female,38.0
14070,United Kingdom,female,25.0
14071,United Kingdom,male,39.0
14072,United Kingdom,male,62.0
14073,United Kingdom,MALE,69.0
14074,United Kingdom,male,73.0
14075,United Kingdom,female,26.0
14076,United Kingdom,female,72.0
14077,United Kingdom,female,59.0
14078,United Kingdom,male,18.0
14079,United Kingdom,male,50.0
14080,United Kingdom,female,62.0
14081,United Kingdom,female,23.0
14082,United Kingdom,male,108.0
14083,United Kingdom,female,24.0
14084,United Kingdom,male,82.0
14085,United Kingdom,other,44.0
14086,United Kingdom,male,48.0
14087,United Kingdom,male,59.0
14088,United Kingdom,female,33.0
14089,United Kingdom,female,63.0
14090,United Kingdom,male,81.0
14091,United Kingdom,female,55.0
14092,United Kingdom,female,35.0
14093,United Kingdom,female,36.0
14094,United Kingdom,male,37.0
14095,United Kingdom,male,25.0
14096,United Kingdom,male,24.0
14097,United Kingdom,male,41.0
14098,United Kingdom,male,45.0
14099,United Kingdom,female,42.0
14100,United Kingdom,MALE,58.0
14101,United Kingdom,male,47.0
14102,United Kingdom,male,55.0
14103,United Kingdom,male,41.0
14104,United Kingdom,male,50.0
14105,United Kingdom,male,34.0
14106,United Kingdom,male,55.0
14107,United Kingdom,female,88.0
14108,United Kingdom,male,98.0
14109,United Kingdom,male,31.0
14110,United Kingdom,female,53.0
14111,United Kingdom,male,96.0
14112,United Kingdom,male,53.0
14113,United Kingdom,female,87.0
14114,United Kingdom,male,30.0
14115,United Kingdom,male,72.0
14116,United Kingdom,female,73.0
14117,United Kingdom,female,83.0
14118,United Kingdom,female,48.0
14119,United Kingdom,nan,52.0
14120,United Kingdom,male,35.0
14121,United Kingdom,female,28.0
14122,United Kingdom,male,60.0
14123,United Kingdom,male,48.0
14124,United Kingdom,male,37.0
14125,United Kingdom,female,45.0
14126,United Kingdom,male,78.0
14127,United Kingdom,male,75.0
14128,United Kingdom,female,76.0
14129,United Kingdom,male,70.0
14130,United Kingdom,nan,68.0
14131,United Kingdom,female,25.0
14132,United Kingdom,female,62.0
14133,United Kingdom,male,36.0
14134,United Kingdom,female,81.0
14135,United Kingdom,male,77.0
14136,United Kingdom,female,79.0
14137,United Kingdom,male,37.0
14138,United Kingdom,male,36.0
14139,United Kingdom,female,36.0
14140,United Kingdom,female,59.0
14141,United Kingdom,female,43.0
14142,United Kingdom,female,22.0
14143,United Kingdom,male,32.0
14144,United Kingdom,male,53.0
14145,United Kingdom,male,25.0
14146,United Kingdom,male,32.0
14147,United Kingdom,female,28.0
14148,United Kingdom,male,83.0
14149,United Kingdom,male,47.0
14150,United Kingdom,male,45.0
14151,United Kingdom,female,43.0
14152,United Kingdom,female,50.0
14153,United Kingdom,female,67.0
14154,United Kingdom,male,24.0
14155,United Kingdom,female,86.0
14156,EIRE,male,51.0
14157,United Kingdom,female,33.0
14158,United Kingdom,male,50.0
14159,United Kingdom,male,64.0
14160,United Kingdom,male,38.0
14161,United Kingdom,male,22.0
14162,United Kingdom,male,56.0
14163,United Kingdom,male,52.0
14164,United Kingdom,female,65.0
14165,United Kingdom,male,14.0
14166,United Kingdom,male,48.0
14167,United Kingdom,male,102.0
14168,United Kingdom,female,74.0
14169,United Kingdom,nan,29.0
14170,United Kingdom,male,116.0
14171,United Kingdom,female,36.0
14172,United Kingdom,female,22.0
14173,United Kingdom,nan,23.0
14174,United Kingdom,female,40.0
14175,United Kingdom,female,52.0
14176,United Kingdom,female,41.0
14177,United Kingdom,male,80.0
14178,United Kingdom,male,26.0
14179,United Kingdom,female,70.0
14180,United Kingdom,female,50.0
14181,United Kingdom,male,59.0
14182,United Kingdom,female,77.0
14183,United Kingdom,female,20.0
14184,United Kingdom,female,31.0
14185,United Kingdom,female,21.0
14186,United Kingdom,female,20.0
14187,United Kingdom,other,50.0
14188,United Kingdom,female,74.0
14189,United Kingdom,male,68.0
14190,United Kingdom,female,36.0
14191,United Kingdom,male,39.0
14192,United Kingdom,male,42.0
14193,United Kingdom,female,54.0
14194,United Kingdom,female,21.0
14195,United Kingdom,female,
14196,United Kingdom,male,86.0
14197,United Kingdom,female,27.0
14198,United Kingdom,male,77.0
14199,United Kingdom,female,60.0
14200,United Kingdom,female,60.0
14201,United Kingdom,female,88.0
14202,United Kingdom,female,69.0
14203,United Kingdom,male,77.0
14204,United Kingdom,female,105.0
14205,United Kingdom,male,79.0
14206,United Kingdom,male,62.0
14207,United Kingdom,male,41.0
14208,United Kingdom,female,56.0
14209,United Kingdom,female,51.0
14210,United Kingdom,male,55.0
14211,United Kingdom,female,32.0
14212,United Kingdom,male,47.0
14213,United Kingdom,male,30.0
14214,United Kingdom,female,31.0
14215,United Kingdom,male,21.0
14216,United Kingdom,male,48.0
14217,United Kingdom,female,104.0
14218,United Kingdom,male,58.0
14219,United Kingdom,male,26.0
14220,United Kingdom,female,19.0
14221,United Kingdom,female,57.0
14222,United Kingdom,male,58.0
14223,United Kingdom,male,64.0
14224,United Kingdom,female,67.0
14225,United Kingdom,male,63.0
14226,United Kingdom,male,59.0
14227,United Kingdom,female,53.0
14228,United Kingdom,female,31.0
14229,United Kingdom,female,93.0
14230,United Kingdom,female,30.0
14231,United Kingdom,female,83.0
14232,United Kingdom,male,56.0
14233,United Kingdom,female,43.0
14234,United Kingdom,female,37.0
14235,United Kingdom,female,74.0
14236,United Kingdom,male,29.0
14237,United Kingdom,female,43.0
14238,United Kingdom,male,58.0
14239,United Kingdom,male,54.0
14240,United Kingdom,nan,34.0
14241,United Kingdom,female,75.0
14242,United Kingdom,female,55.0
14243,United Kingdom,female,85.0
14244,United Kingdom,male,45.0
14245,United Kingdom,female,43.0
14246,United Kingdom,male,48.0
14247,United Kingdom,female,13.0
14248,United Kingdom,female,41.0
14249,United Kingdom,male,104.0
14250,United Kingdom,female,71.0
14251,United Kingdom,female,18.0
14252,United Kingdom,female,73.0
14253,United Kingdom,male,54.0
14254,United Kingdom,female,95.0
14255,United Kingdom,male,15.0
14256,United Kingdom,male,73.0
14257,United Kingdom,female,66.0
14258,United Kingdom,male,24.0
14259,United Kingdom,male,60.0
14260,United Kingdom,female,39.0
14261,United Kingdom,female,40.0
14262,United Kingdom,female,85.0
14263,United Kingdom,female,34.0
14264,United Kingdom,male,56.0
14265,United Kingdom,female,45.0
14266,United Kingdom,female,38.0
14267,United Kingdom,female,48.0
14268,United Kingdom,male,31.0
14269,United Kingdom,male,30.0
14270,United Kingdom,male,56.0
14271,United Kingdom,male,38.0
14272,United Kingdom,female,70.0
14273,United Kingdom,female,47.0
14274,United Kingdom,male,48.0
14275,United Kingdom,male,48.0
14276,United Kingdom,female,21.0
14277,France,female,47.0
14278,United Kingdom,male,48.0
14279,United Kingdom,female,44.0
14280,United Kingdom,male,43.0
14281,United Kingdom,male,44.0
14282,United Kingdom,female,29.0
14283,United Kingdom,female,56.0
14284,United Kingdom,male,36.0
14285,United Kingdom,female,109.0
14286,United Kingdom,female,15.0
14287,United Kingdom,male,97.0
14288,United Kingdom,male,37.0
14289,United Kingdom,female,35.0
14290,United Kingdom,male,66.0
14291,United Kingdom,male,68.0
14292,United Kingdom,female,30.0
14293,United Kingdom,female,65.0
14294,United Kingdom,male,62.0
14295,United Kingdom,male,57.0
14296,United Kingdom,female,66.0
14297,United Kingdom,female,24.0
14298,United Kingdom,female,33.0
14299,United Kingdom,MALE,15.0
14300,United Kingdom,male,33.0
14301,United Kingdom,male,58.0
14302,United Kingdom,female,50.0
14303,United Kingdom,female,41.0
14304,United Kingdom,female,25.0
14305,United Kingdom,male,21.0
14306,United Kingdom,female,63.0
14307,United Kingdom,nan,55.0
14308,United Kingdom,male,19.0
14309,United Kingdom,female,60.0
14310,United Kingdom,female,17.0
14311,United Kingdom,male,43.0
14312,United Kingdom,other,20.0
14313,United Kingdom,male,57.0
14314,United Kingdom,female,66.0
14315,United Kingdom,female,23.0
14316,United Kingdom,female,65.0
14317,United Kingdom,female,64.0
14318,United Kingdom,male,53.0
14319,United Kingdom,male,46.0
14320,United Kingdom,female,30.0
14321,United Kingdom,nan,55.0
14322,United Kingdom,female,35.0
14323,United Kingdom,female,43.0
14324,United Kingdom,male,67.0
14325,United Kingdom,female,65.0
14326,United Kingdom,female,64.0
14327,United Kingdom,male,18.0
14328,United Kingdom,male,53.0
14329,United Kingdom,female,21.0
14330,United Kingdom,male,53.0
14331,United Kingdom,female,5.0
14332,United Kingdom,male,38.0
14333,United Kingdom,male,48.0
14334,United Kingdom,female,63.0
14335,Germany,male,14.0
14336,United Kingdom,male,39.0
14337,United Kingdom,female,50.0
14338,United Kingdom,male,35.0
14339,United Kingdom,female,32.0
14340,United Kingdom,female,28.0
14341,United Kingdom,female,37.0
14342,United Kingdom,male,37.0
14343,United Kingdom,male,32.0
14344,United Kingdom,female,46.0
14345,United Kingdom,female,17.0
14346,United Kingdom,MALE,21.0
14347,United Kingdom,female,90.0
14348,United Kingdom,female,94.0
14349,United Kingdom,male,40.0
14350,United Kingdom,male,54.0
14351,United Kingdom,male,32.0
14352,United Kingdom,male,53.0
14353,United Kingdom,male,73.0
14354,United Kingdom,male,32.0
14355,United Kingdom,male,28.0
14356,United Kingdom,MALE,20.0
14357,United Kingdom,female,22.0
14358,United Kingdom,female,24.0
14359,United Kingdom,male,73.0
14360,United Kingdom,male,52.0
14361,United Kingdom,female,50.0
14362,United Kingdom,MALE,103.0
14363,United Kingdom,nan,27.0
14364,United Kingdom,female,43.0
14365,United Kingdom,female,24.0
14366,United Kingdom,female,36.0
14367,United Kingdom,male,49.0
14368,United Kingdom,female,40.0
14369,United Kingdom,male,60.0
14370,United Kingdom,female,102.0
14371,United Kingdom,male,62.0
14372,United Kingdom,female,98.0
14373,United Kingdom,male,79.0
14374,United Kingdom,male,46.0
14375,United Kingdom,MALE,41.0
14376,United Kingdom,female,60.0
14377,United Kingdom,female,36.0
14378,United Kingdom,female,79.0
14379,United Kingdom,female,37.0
14380,United Kingdom,male,39.0
14381,United Kingdom,male,78.0
14382,United Kingdom,female,8.0
14383,United Kingdom,male,56.0
14384,United Kingdom,female,18.0
14385,United Kingdom,female,76.0
14386,United Kingdom,female,45.0
14387,United Kingdom,male,
14388,United Kingdom,female,60.0
14389,United Kingdom,male,63.0
14390,United Kingdom,female,55.0
14391,United Kingdom,male,31.0
14392,United Kingdom,male,26.0
14393,United Kingdom,male,54.0
14394,United Kingdom,male,18.0
14395,United Kingdom,male,18.0
14396,United Kingdom,female,
14397,United Kingdom,male,45.0
14398,United Kingdom,female,66.0
14399,United Kingdom,female,41.0
14400,United Kingdom,female,36.0
14401,United Kingdom,male,31.0
14402,United Kingdom,female,22.0
14403,United Kingdom,female,117.0
14404,United Kingdom,male,17.0
14405,United Kingdom,female,22.0
14406,United Kingdom,female,84.0
14407,United Kingdom,female,44.0
14408,United Kingdom,male,57.0
14409,United Kingdom,male,35.0
14410,United Kingdom,female,110.0
14411,United Kingdom,female,33.0
14412,United Kingdom,female,29.0
14413,United Kingdom,male,66.0
14414,United Kingdom,male,44.0
14415,United Kingdom,male,34.0
14416,United Kingdom,female,78.0
14417,United Kingdom,male,35.0
14418,United Kingdom,male,41.0
14419,United Kingdom,female,52.0
14420,United Kingdom,male,23.0
14421,United Kingdom,male,33.0
14422,United Kingdom,male,52.0
14423,United Kingdom,male,35.0
14424,United Kingdom,male,42.0
14425,United Kingdom,male,38.0
14426,United Kingdom,male,46.0
14427,United Kingdom,male,28.0
14428,United Kingdom,female,45.0
14429,United Kingdom,male,30.0
14430,United Kingdom,male,30.0
14431,United Kingdom,female,77.0
14432,United Kingdom,male,31.0
14433,United Kingdom,nan,90.0
14434,United Kingdom,female,86.0
14435,United Kingdom,female,18.0
14436,United Kingdom,female,21.0
14437,United Kingdom,female,25.0
14438,United Kingdom,female,37.0
14439,Greece,male,48.0
14440,United Kingdom,female,30.0
14441,United Kingdom,male,39.0
14442,Channel Islands,male,66.0
14443,United Kingdom,female,39.0
14444,United Kingdom,male,21.0
14445,United Kingdom,male,40.0
14446,United Kingdom,male,70.0
14447,United Kingdom,male,88.0
14448,United Kingdom,female,51.0
14449,United Kingdom,female,18.0
14450,United Kingdom,male,33.0
14451,United Kingdom,female,93.0
14452,United Kingdom,female,58.0
14453,United Kingdom,male,77.0
14454,United Kingdom,female,52.0
14455,United Kingdom,female,58.0
14456,United Kingdom,male,53.0
14457,United Kingdom,female,40.0
14458,United Kingdom,male,40.0
14459,United Kingdom,female,32.0
14460,United Kingdom,female,49.0
14461,United Kingdom,male,91.0
14462,United Kingdom,male,8.0
14463,United Kingdom,female,52.0
14464,United Kingdom,male,29.0
14465,United Kingdom,female,22.0
14466,United Kingdom,female,30.0
14467,United Kingdom,male,61.0
14468,United Kingdom,other,30.0
14469,United Kingdom,female,33.0
14470,United Kingdom,female,62.0
14471,United Kingdom,male,36.0
14472,United Kingdom,male,42.0
14473,United Kingdom,female,77.0
14474,United Kingdom,male,35.0
14475,United Kingdom,male,37.0
14476,United Kingdom,male,91.0
14477,United Kingdom,male,39.0
14478,United Kingdom,female,55.0
14479,United Kingdom,female,40.0
14480,United Kingdom,male,40.0
14481,United Kingdom,male,58.0
14482,United Kingdom,male,43.0
14483,United Kingdom,female,59.0
14484,United Kingdom,male,76.0
14485,United Kingdom,male,21.0
14486,United Kingdom,female,20.0
14487,United Kingdom,male,43.0
14488,United Kingdom,female,40.0
14489,United Kingdom,male,33.0
14490,United Kingdom,male,42.0
14491,United Kingdom,Female,67.0
14492,United Kingdom,female,44.0
14493,United Kingdom,female,57.0
14494,United Kingdom,female,84.0
14495,United Kingdom,female,34.0
14496,United Kingdom,male,20.0
14497,United Kingdom,male,51.0
14498,United Kingdom,female,82.0
14499,United Kingdom,female,44.0
14500,United Kingdom,male,38.0
14501,United Kingdom,female,25.0
14502,United Kingdom,male,23.0
14503,United Kingdom,female,57.0
14504,United Kingdom,male,46.0
14505,United Kingdom,male,77.0
14506,United Kingdom,female,12.0
14507,United Kingdom,female,51.0
14508,United Kingdom,female,38.0
14509,United Kingdom,male,36.0
14510,United Kingdom,Female,24.0
14511,United Kingdom,male,41.0
14512,United Kingdom,male,23.0
14513,United Kingdom,male,107.0
14514,United Kingdom,female,28.0
14515,United Kingdom,MALE,97.0
14516,United Kingdom,female,23.0
14517,United Kingdom,male,46.0
14518,United Kingdom,female,33.0
14519,United Kingdom,female,75.0
14520,United Kingdom,female,56.0
14521,United Kingdom,male,33.0
14522,United Kingdom,male,74.0
14523,United Kingdom,male,63.0
14524,United Kingdom,male,40.0
14525,United Kingdom,female,39.0
14526,United Kingdom,female,63.0
14527,United Kingdom,male,61.0
14528,United Kingdom,male,96.0
14529,United Kingdom,female,44.0
14530,United Kingdom,nan,80.0
14531,United Kingdom,male,71.0
14532,United Kingdom,female,23.0
14533,United Kingdom,female,41.0
14534,United Kingdom,female,31.0
14535,United Kingdom,male,61.0
14536,United Kingdom,female,43.0
14537,United Kingdom,male,82.0
14538,United Kingdom,male,52.0
14539,United Kingdom,female,62.0
14540,United Kingdom,female,60.0
14541,United Kingdom,female,78.0
14542,United Kingdom,male,35.0
14543,United Kingdom,male,29.0
14544,United Kingdom,male,45.0
14545,United Kingdom,male,37.0
14546,United Kingdom,female,79.0
14547,United Kingdom,nan,92.0
14548,United Kingdom,male,12.0
14549,United Kingdom,MALE,74.0
14550,United Kingdom,male,60.0
14551,United Kingdom,male,20.0
14552,United Kingdom,male,51.0
14553,United Kingdom,male,45.0
14554,United Kingdom,male,6.0
14555,United Kingdom,female,11.0
14556,United Kingdom,male,54.0
14557,United Kingdom,female,23.0
14558,United Kingdom,female,31.0
14559,United Kingdom,male,52.0
14560,United Kingdom,male,85.0
14561,United Kingdom,female,26.0
14562,United Kingdom,male,61.0
14563,United Kingdom,male,37.0
14564,Channel Islands,male,38.0
14565,United Kingdom,female,32.0
14566,Channel Islands,other,82.0
14567,United Kingdom,female,52.0
14568,Channel Islands,male,76.0
14569,United Kingdom,female,43.0
14570,United Kingdom,female,44.0
14571,United Kingdom,nan,59.0
14572,United Kingdom,female,30.0
14573,United Kingdom,male,16.0
14574,United Kingdom,female,23.0
14575,United Kingdom,female,46.0
14576,United Kingdom,female,26.0
14577,United Kingdom,male,40.0
14578,United Kingdom,male,74.0
14579,United Kingdom,male,55.0
14580,United Kingdom,male,78.0
14581,United Kingdom,MALE,32.0
14582,United Kingdom,male,31.0
14583,United Kingdom,male,53.0
14584,United Kingdom,female,30.0
14585,United Kingdom,female,50.0
14586,United Kingdom,female,48.0
14587,United Kingdom,female,55.0
14588,United Kingdom,male,80.0
14589,United Kingdom,female,47.0
14590,United Kingdom,male,55.0
14591,United Kingdom,female,35.0
14592,United Kingdom,female,32.0
14593,United Kingdom,female,47.0
14594,United Kingdom,male,29.0
14595,United Kingdom,MALE,47.0
14596,United Kingdom,male,41.0
14597,United Kingdom,female,78.0
14598,United Kingdom,female,45.0
14599,United Kingdom,male,35.0
14600,United Kingdom,male,75.0
14601,United Kingdom,male,47.0
14602,United Kingdom,female,64.0
14603,United Kingdom,male,46.0
14604,United Kingdom,male,41.0
14605,United Kingdom,female,50.0
14606,United Kingdom,male,65.0
14607,United Kingdom,male,82.0
14608,United Kingdom,female,52.0
14609,United Kingdom,male,24.0
14610,United Kingdom,male,28.0
14611,United Kingdom,female,68.0
14612,United Kingdom,male,49.0
14613,United Kingdom,female,26.0
14614,United Kingdom,male,93.0
14615,United Kingdom,male,54.0
14616,United Kingdom,male,52.0
14617,United Kingdom,male,59.0
14618,United Kingdom,female,29.0
14619,United Kingdom,male,44.0
14620,United Kingdom,female,50.0
14621,United Kingdom,male,27.0
14622,United Kingdom,female,60.0
14623,United Kingdom,male,33.0
14624,United Kingdom,male,76.0
14625,United Kingdom,female,51.0
14626,United Kingdom,male,105.0
14627,United Kingdom,female,71.0
14628,United Kingdom,female,30.0
14629,United Kingdom,male,20.0
14630,United Kingdom,male,80.0
14631,United Kingdom,male,63.0
14632,United Kingdom,male,31.0
14633,United Kingdom,male,59.0
14634,United Kingdom,female,22.0
14635,United Kingdom,male,59.0
14636,United Kingdom,male,69.0
14637,United Kingdom,female,24.0
14638,United Kingdom,other,51.0
14639,United Kingdom,female,31.0
14640,United Kingdom,nan,49.0
14641,United Kingdom,female,33.0
14642,United Kingdom,female,42.0
14643,United Kingdom,female,50.0
14644,United Kingdom,female,93.0
14645,United Kingdom,male,47.0
14646,Netherlands,female,47.0
14647,United Kingdom,female,20.0
14648,United Kingdom,male,57.0
14649,United Kingdom,female,29.0
14650,United Kingdom,female,37.0
14651,United Kingdom,male,54.0
14652,United Kingdom,male,49.0
14653,United Kingdom,male,65.0
14654,United Kingdom,female,36.0
14655,United Kingdom,male,29.0
14656,United Kingdom,female,35.0
14657,United Kingdom,male,60.0
14658,United Kingdom,female,36.0
14659,United Kingdom,female,43.0
14660,United Kingdom,female,45.0
14661,United Kingdom,female,71.0
14662,United Kingdom,male,35.0
14663,United Kingdom,male,57.0
14664,United Kingdom,male,43.0
14665,United Kingdom,male,67.0
14666,United Kingdom,female,
14667,United Kingdom,female,66.0
14668,United Kingdom,male,23.0
14669,United Kingdom,female,18.0
14670,United Kingdom,male,44.0
14671,United Kingdom,male,35.0
14672,United Kingdom,female,41.0
14673,United Kingdom,male,24.0
14674,United Kingdom,nan,41.0
14675,United Kingdom,male,59.0
14676,United Kingdom,MALE,35.0
14677,United Kingdom,female,64.0
14678,United Kingdom,male,75.0
14679,United Kingdom,male,80.0
14680,United Kingdom,male,61.0
14681,United Kingdom,female,44.0
14682,United Kingdom,female,29.0
14683,United Kingdom,male,38.0
14684,United Kingdom,female,26.0
14685,United Kingdom,female,24.0
14686,United Kingdom,male,23.0
14687,United Kingdom,male,41.0
14688,United Kingdom,female,33.0
14689,United Kingdom,female,40.0
14690,United Kingdom,female,19.0
14691,United Kingdom,male,33.0
14692,United Kingdom,male,70.0
14693,United Kingdom,female,42.0
14694,United Kingdom,female,20.0
14695,United Kingdom,male,57.0
14696,United Kingdom,MALE,80.0
14697,United Kingdom,male,37.0
14698,United Kingdom,female,71.0
14699,United Kingdom,male,97.0
14700,United Kingdom,female,54.0
14701,United Kingdom,male,27.0
14702,United Kingdom,male,82.0
14703,United Kingdom,male,53.0
14704,United Kingdom,male,38.0
14705,United Kingdom,male,35.0
14706,United Kingdom,male,36.0
14707,United Kingdom,female,35.0
14708,United Kingdom,female,54.0
14709,United Kingdom,male,73.0
14710,United Kingdom,female,16.0
14711,United Kingdom,female,47.0
14712,United Kingdom,male,69.0
14713,United Kingdom,male,71.0
14714,United Kingdom,female,50.0
14715,United Kingdom,female,37.0
14716,United Kingdom,male,62.0
14717,United Kingdom,male,60.0
14718,United Kingdom,female,68.0
14719,United Kingdom,male,14.0
14720,United Kingdom,female,56.0
14721,United Kingdom,male,40.0
14722,United Kingdom,female,60.0
14723,United Kingdom,female,67.0
14724,United Kingdom,male,47.0
14725,United Kingdom,female,40.0
14726,United Kingdom,female,50.0
14727,United Kingdom,female,40.0
14728,United Kingdom,female,117.0
14729,United Kingdom,female,35.0
14730,United Kingdom,female,37.0
14731,United Kingdom,female,44.0
14732,United Kingdom,nan,52.0
14733,United Kingdom,male,29.0
14734,United Kingdom,female,43.0
14735,United Kingdom,male,44.0
14736,United Kingdom,female,104.0
14737,United Kingdom,female,62.0
14738,United Kingdom,female,58.0
14739,United Kingdom,female,70.0
14740,United Kingdom,female,34.0
14741,United Kingdom,male,15.0
14742,United Kingdom,female,27.0
14743,United Kingdom,female,108.0
14744,United Kingdom,female,30.0
14745,United Kingdom,male,26.0
14746,United Kingdom,male,30.0
14747,United Kingdom,female,52.0
14748,United Kingdom,male,71.0
14749,United Kingdom,female,31.0
14750,United Kingdom,male,96.0
14751,United Kingdom,male,21.0
14752,United Kingdom,female,43.0
14753,United Kingdom,female,30.0
14754,United Kingdom,female,22.0
14755,United Kingdom,male,54.0
14756,United Kingdom,male,39.0
14757,United Kingdom,male,62.0
14758,United Kingdom,female,74.0
14759,United Kingdom,female,21.0
14760,United Kingdom,male,57.0
14761,United Kingdom,female,22.0
