Invoice_Number_ID,Invoice_Number,Invoice_Status
13095,523430,shipped
13096,523431,shipped
13097,523432,shipped
13098,523448,shipped
13099,523456,shipped
13100,523461,shipped
13101,523462,shipped
13102,523465,shipped
13103,523468,returned
13104,523469,shipped
13105,523470,returned
13106,523471,shipped
13107,523493,shipped
13108,523494,shipped
13109,523510,shipped
13110,523511,shipped
13111,523512,shipped
13112,523513,shipped
13113,523514,shipped
13114,523515,shipped
13115,523516,shipped
13116,523524,shipped
13117,523535,shipped
13118,523536,shipped
13119,523537,shipped
13120,523538,shipped
13121,523539,shipped
13122,523540,shipped
13123,523541,shipped
13124,523542,shipped
13125,523550,shipped
13126,523551,shipped
13127,523554,shipped
13128,523555,shipped
13129,523563,shipped
13130,523564,shipped
13131,523565,shipped
13132,523566,shipped
13133,523567,
13134,523568,shipped
13135,523569,shipped
13136,523570,shipped
13137,523572,canceled
13138,523573,shipped
13139,523576,shipped
13140,523577,shipped
13141,523579,shipped
13142,523580,
13143,523581,
13144,523582,shipped
13145,523583,returned
13146,523585,nan
13147,523586,shipped
13148,523587,shipped
13149,523588,shipped
13150,523589,shipped
13151,523590,shipped
13152,523591,canceled
13153,523592,shipped
13154,523593,nan
13155,523594,shipped
13156,523595,canceled
13157,523611,shipped
13158,523612,shipped
13159,523613,shipped
13160,523614,shipped
13161,523615,shipped
13162,523623,shipped
13163,523624,shipped
13164,523626,
13165,523633,shipped
13166,523634,
13167,523635,shipped
13168,523636,shipped
13169,523637,shipped
13170,523638,shipped
13171,523639,shipped
13172,523640,shipped
13173,523641,shipped
13174,523644,shipped
13175,523645,shipped
13176,523646,canceled
13177,523647,shipped
13178,523648,shipped
13179,523649,shipped
13180,523650,shipped
13181,523651,shipped
13182,523652,shipped
13183,523653,shipped
13184,523654,shipped
13185,523655,shipped
13186,523656,shipped
13187,523658,shipped
13188,523659,returned
13189,523660,shipped
13190,523661,shipped
13191,523662,shipped
13192,523663,shipped
13193,523664,canceled
13194,523684,shipped
13195,523688,shipped
13196,523690,shipped
13197,523695,shipped
13198,523709,shipped
13199,523710,canceled
13200,523711,shipped
13201,523713,returned
13202,523718,shipped
13203,523720,shipped
13204,523721,shipped
13205,523722,shipped
13206,523726,canceled
13207,523727,shipped
13208,523728,shipped
13209,523729,shipped
13210,523730,shipped
13211,523731,shipped
13212,523732,shipped
13213,523733,shipped
13214,523744,shipped
13215,523745,shipped
13216,523748,shipped
13217,523749,returned
13218,523750,
13219,523751,shipped
13220,523752,shipped
13221,523753,shipped
13222,523754,shipped
13223,523755,shipped
13224,523756,shipped
13225,523757,returned
13226,523758,shipped
13227,523760,shipped
13228,523761,shipped
13229,523762,shipped
13230,523763,returned
13231,523764,shipped
13232,523766,shipped
13233,523767,shipped
13234,523768,shipped
13235,523769,shipped
13236,523770,shipped
13237,523771,shipped
13238,523773,shipped
13239,523774,shipped
13240,523775,shipped
13241,523776,shipped
13242,523786,shipped
13243,523792,shipped
13244,523805,shipped
13245,523821,shipped
13246,523835,returned
13247,523836,shipped
13248,523837,shipped
13249,523838,canceled
13250,523839,shipped
13251,523840,shipped
13252,523841,shipped
13253,523845,shipped
13254,523855,shipped
13255,523864,shipped
13256,523865,shipped
13257,523866,shipped
13258,523867,shipped
13259,523868,shipped
13260,523870,shipped
13261,523871,canceled
13262,523872,shipped
13263,523874,shipped
13264,523875,shipped
13265,523877,shipped
13266,523878,canceled
13267,523879,shipped
13268,523887,shipped
13269,523888,shipped
13270,523889,nan
13271,523890,shipped
13272,523892,shipped
13273,523893,shipped
13274,523902,shipped
13275,523908,shipped
13276,523909,shipped
13277,523921,shipped
13278,523922,shipped
13279,523923,shipped
13280,523924,shipped
13281,523929,shipped
13282,523931,shipped
13283,523932,shipped
13284,523933,shipped
13285,523934,shipped
13286,523935,shipped
13287,523936,shipped
13288,523937,canceled
13289,523938,shipped
13290,523939,shipped
13291,523940,shipped
13292,523941,shipped
13293,523942,shipped
13294,523943,shipped
13295,523944,shipped
13296,523945,shipped
13297,523946,shipped
13298,523947,shipped
13299,523948,shipped
13300,523949,shipped
13301,523950,shipped
13302,523951,shipped
13303,523953,shipped
13304,523954,shipped
13305,523955,shipped
13306,523956,
13307,523957,shipped
13308,523958,shipped
13309,523959,canceled
13310,523960,shipped
13311,523961,shipped
13312,523962,shipped
13313,523963,NULL
13314,523964,shipped
13315,523965,shipped
13316,523966,shipped
13317,523967,shipped
13318,523969,shipped
13319,523970,returned
13320,523971,shipped
13321,523972,shipped
13322,523973,shipped
13323,523976,shipped
13324,523977,shipped
13325,523979,shipped
13326,523981,shipped
13327,523982,shipped
13328,523984,shipped
13329,523985,shipped
13330,523986,canceled
13331,523989,shipped
13332,523990,shipped
13333,523993,returned
13334,523994,shipped
13335,523995,shipped
13336,523996,shipped
13337,523997,shipped
13338,523998,shipped
13339,523999,shipped
13340,524000,shipped
13341,524001,shipped
13342,524002,shipped
13343,524003,shipped
13344,524004,shipped
13345,524007,shipped
13346,524008,canceled
13347,524009,shipped
13348,524010,shipped
13349,524011,shipped
13350,524012,shipped
13351,524013,shipped
13352,524014,shipped
13353,524015,shipped
13354,524016,canceled
13355,524017,shipped
13356,524018,shipped
13357,524019,shipped
13358,524020,returned
13359,524021,shipped
13360,524022,canceled
13361,524023,shipped
13362,524024,shipped
13363,524025,shipped
13364,524026,shipped
13365,524027,shipped
13366,524028,shipped
13367,524038,shipped
13368,524077,shipped
13369,524079,shipped
13370,524091,returned
13371,524092,shipped
13372,524093,shipped
13373,524094,shipped
13374,524095,shipped
13375,524096,shipped
13376,524097,shipped
13377,524098,returned
13378,524099,shipped
13379,524100,returned
13380,524101,shipped
13381,524102,shipped
13382,524103,canceled
13383,524104,shipped
13384,524105,shipped
13385,524106,canceled
13386,524107,shipped
13387,524108,shipped
13388,524109,shipped
13389,524110,shipped
13390,524111,shipped
13391,524112,shipped
13392,524113,shipped
13393,524115,shipped
13394,524116,shipped
13395,524117,canceled
13396,524118,shipped
13397,524119,shipped
13398,524120,shipped
13399,524121,shipped
13400,524125,shipped
13401,524128,shipped
13402,524134,shipped
13403,524139,shipped
13404,524140,nan
13405,524141,shipped
13406,524142,shipped
13407,524143,
13408,524144,canceled
13409,524145,shipped
13410,524146,canceled
13411,524147,
13412,524148,shipped
13413,524149,shipped
13414,524150,shipped
13415,524152,shipped
13416,524155,shipped
13417,524156,shipped
13418,524159,shipped
13419,524160,shipped
13420,524162,shipped
13421,524163,shipped
13422,524164,shipped
13423,524167,shipped
13424,524171,shipped
13425,524172,shipped
13426,524174,shipped
13427,524175,shipped
13428,524176,shipped
13429,524179,shipped
13430,524180,shipped
13431,524181,shipped
13432,524182,shipped
13433,524183,shipped
13434,524184,shipped
13435,524185,shipped
13436,524186,shipped
13437,524187,shipped
13438,524188,shipped
13439,524189,returned
13440,524190,shipped
13441,524191,shipped
13442,524201,shipped
13443,524202,shipped
13444,524203,shipped
13445,524204,shipped
13446,524205,shipped
13447,524206,shipped
13448,524207,shipped
13449,524208,shipped
13450,524210,shipped
13451,524211,shipped
13452,524212,shipped
13453,524213,shipped
13454,524214,shipped
13455,524215,shipped
13456,524218,shipped
13457,524224,returned
13458,524258,shipped
13459,524262,shipped
13460,524263,shipped
13461,524266,shipped
13462,524267,shipped
13463,524268,shipped
13464,524269,shipped
13465,524270,shipped
13466,524271,shipped
13467,524272,shipped
13468,524273,returned
13469,524274,shipped
13470,524280,nan
13471,524281,NULL
13472,524284,shipped
13473,524285,shipped
13474,524286,shipped
13475,524287,shipped
13476,524288,returned
13477,524289,shipped
13478,524290,
13479,524291,
13480,524292,shipped
13481,524293,shipped
13482,524294,shipped
13483,524295,canceled
13484,524296,returned
13485,524298,shipped
13486,524299,canceled
13487,524300,shipped
13488,524301,shipped
13489,524302,shipped
13490,524303,shipped
13491,524304,shipped
13492,524305,shipped
13493,524306,shipped
13494,524307,shipped
13495,524308,shipped
13496,524310,nan
13497,524311,shipped
13498,524312,shipped
13499,524313,canceled
13500,524314,shipped
13501,524316,shipped
13502,524317,shipped
13503,524318,shipped
13504,524319,shipped
13505,524320,shipped
13506,524321,shipped
13507,524322,shipped
13508,524323,shipped
13509,524324,shipped
13510,524326,shipped
13511,524329,shipped
13512,524330,shipped
13513,524332,shipped
13514,524334,shipped
13515,524335,returned
13516,524336,shipped
13517,524337,shipped
13518,524338,shipped
13519,524339,returned
13520,524340,shipped
13521,524341,shipped
13522,524345,shipped
13523,524346,shipped
13524,524348,shipped
13525,524349,shipped
13526,524351,shipped
13527,524353,shipped
13528,524354,shipped
13529,524355,shipped
13530,524358,shipped
13531,524363,shipped
13532,524365,shipped
13533,524369,shipped
13534,524370,shipped
13535,524375,returned
13536,524377,shipped
13537,524379,shipped
13538,524380,shipped
13539,524384,shipped
13540,524387,shipped
13541,524388,shipped
13542,524389,shipped
13543,524402,shipped
13544,524405,shipped
13545,524406,canceled
13546,524407,shipped
13547,524408,shipped
13548,524409,shipped
13549,524411,shipped
13550,524412,shipped
13551,524413,shipped
13552,524415,shipped
13553,524416,shipped
13554,524417,shipped
13555,524418,shipped
13556,524419,shipped
13557,524420,shipped
13558,524421,shipped
13559,524422,shipped
13560,524423,shipped
13561,524437,shipped
13562,524438,shipped
13563,524441,shipped
13564,524446,shipped
13565,524482,
13566,524483,shipped
13567,524484,shipped
13568,524485,shipped
13569,524486,shipped
13570,524487,shipped
13571,524488,shipped
13572,524489,returned
13573,524490,shipped
13574,524491,shipped
13575,524493,shipped
13576,524502,shipped
13577,524503,shipped
13578,524504,shipped
13579,524505,shipped
13580,524506,shipped
13581,524507,shipped
13582,524508,shipped
13583,524509,shipped
13584,524511,shipped
13585,524512,shipped
13586,524513,shipped
13587,524516,shipped
13588,524517,shipped
13589,524518,shipped
13590,524519,NULL
13591,524520,shipped
13592,524521,shipped
13593,524522,shipped
13594,524523,shipped
13595,524524,shipped
13596,524525,shipped
13597,524526,shipped
13598,524529,shipped
13599,524530,shipped
13600,524532,shipped
13601,524533,canceled
13602,524534,shipped
13603,524536,shipped
13604,524537,shipped
13605,524538,shipped
13606,524539,shipped
13607,524540,
13608,524543,shipped
13609,524544,shipped
13610,524545,shipped
13611,524546,shipped
13612,524548,shipped
13613,524549,shipped
13614,524552,shipped
13615,524553,shipped
13616,524554,shipped
13617,524556,shipped
13618,524559,shipped
13619,524561,shipped
13620,524562,shipped
13621,524563,returned
13622,524564,shipped
13623,524565,shipped
13624,524566,shipped
13625,524567,shipped
13626,524568,shipped
13627,524569,returned
13628,524571,
13629,524573,canceled
13630,524574,shipped
13631,524577,shipped
13632,524594,canceled
13633,524595,shipped
13634,524596,shipped
13635,524600,shipped
13636,524601,shipped
13637,524602,shipped
13638,524603,shipped
13639,524606,shipped
13640,524607,NULL
13641,524608,shipped
13642,524609,shipped
13643,524610,shipped
13644,524611,shipped
13645,524612,shipped
13646,524613,shipped
13647,524614,shipped
13648,524616,shipped
13649,524617,shipped
13650,524618,shipped
13651,524619,nan
13652,524620,canceled
13653,524621,shipped
13654,524622,shipped
13655,524624,
13656,524626,shipped
13657,524627,shipped
13658,524628,shipped
13659,524640,shipped
13660,524662,shipped
13661,524690,shipped
13662,524691,nan
13663,524692,shipped
13664,524693,nan
13665,524694,shipped
13666,524700,shipped
13667,524701,shipped
13668,524702,shipped
13669,524703,shipped
13670,524704,shipped
13671,524708,shipped
13672,524710,shipped
13673,524712,shipped
13674,524715,returned
13675,524716,returned
13676,524717,shipped
13677,524718,shipped
13678,524719,shipped
13679,524720,shipped
13680,524721,shipped
13681,524722,shipped
13682,524723,shipped
13683,524724,shipped
13684,524726,shipped
13685,524727,shipped
13686,524728,canceled
13687,524729,shipped
13688,524730,shipped
13689,524741,returned
13690,524746,shipped
13691,524747,shipped
13692,524750,shipped
13693,524751,nan
13694,524761,shipped
13695,524773,shipped
13696,524799,shipped
13697,524827,shipped
13698,524828,returned
13699,524829,shipped
13700,524830,shipped
13701,524832,shipped
13702,524833,shipped
13703,524834,shipped
13704,524835,shipped
13705,524837,shipped
13706,524838,shipped
13707,524840,shipped
13708,524841,nan
13709,524842,shipped
13710,524843,shipped
13711,524850,shipped
13712,524851,canceled
13713,524852,shipped
13714,524854,shipped
13715,524855,shipped
13716,524856,shipped
13717,524857,shipped
13718,524858,shipped
13719,524859,canceled
13720,524861,shipped
13721,524862,shipped
13722,524863,shipped
13723,524864,shipped
13724,524865,shipped
13725,524866,shipped
13726,524868,shipped
13727,524869,canceled
13728,524870,shipped
13729,524871,canceled
13730,524872,shipped
13731,524873,shipped
13732,524874,shipped
13733,524875,shipped
13734,524876,shipped
13735,524877,shipped
13736,524878,shipped
13737,524879,shipped
13738,524890,shipped
13739,524891,shipped
13740,524909,shipped
13741,524920,shipped
13742,524929,shipped
13743,524931,shipped
13744,524932,shipped
13745,524933,shipped
13746,524934,shipped
13747,524936,shipped
13748,524937,shipped
13749,524939,shipped
13750,524942,shipped
13751,524944,shipped
13752,524945,shipped
13753,524951,shipped
13754,524953,canceled
13755,524955,canceled
13756,524957,shipped
13757,524961,shipped
13758,524963,shipped
13759,524964,shipped
13760,524965,shipped
13761,524966,shipped
13762,524967,shipped
13763,524968,shipped
13764,524969,shipped
13765,524970,shipped
13766,524971,shipped
13767,524972,shipped
13768,524973,shipped
13769,524974,shipped
13770,524975,shipped
13771,524976,shipped
13772,524977,shipped
13773,524978,shipped
13774,524982,shipped
13775,524983,shipped
13776,524985,shipped
13777,524987,returned
13778,524988,shipped
13779,524989,shipped
13780,524990,shipped
13781,524991,shipped
13782,524992,shipped
13783,524994,shipped
13784,525000,shipped
13785,525001,shipped
13786,525002,shipped
13787,525003,shipped
13788,525004,shipped
13789,525006,shipped
13790,525007,shipped
13791,525008,shipped
13792,525009,shipped
13793,525010,shipped
13794,525011,shipped
13795,525012,
13796,525013,shipped
13797,525014,returned
13798,525015,canceled
13799,525016,shipped
13800,525017,shipped
13801,525018,shipped
13802,525019,shipped
13803,525020,returned
13804,525021,shipped
13805,525022,shipped
13806,525023,shipped
13807,525024,shipped
13808,525025,shipped
13809,525029,shipped
13810,525030,shipped
13811,525031,shipped
13812,525032,shipped
13813,525033,shipped
13814,525035,shipped
13815,525036,shipped
13816,525037,shipped
13817,525038,
13818,525040,shipped
13819,525041,shipped
13820,525042,returned
13821,525045,shipped
13822,525048,nan
13823,525049,NULL
13824,525051,shipped
13825,525052,
13826,525053,
13827,525054,shipped
13828,525055,
13829,525056,shipped
13830,525057,shipped
13831,525058,shipped
13832,525059,canceled
13833,525060,shipped
13834,525061,canceled
13835,525063,shipped
13836,525064,shipped
13837,525065,shipped
13838,525066,returned
13839,525067,shipped
13840,525068,shipped
13841,525070,shipped
13842,525071,shipped
13843,525072,shipped
13844,525073,shipped
13845,525074,shipped
13846,525075,shipped
13847,525077,shipped
13848,525079,shipped
13849,525080,shipped
13850,525081,shipped
13851,525082,shipped
13852,525083,canceled
13853,525084,shipped
13854,525085,shipped
13855,525086,shipped
13856,525087,shipped
13857,525088,shipped
13858,525089,shipped
13859,525090,shipped
13860,525091,shipped
13861,525092,shipped
13862,525093,shipped
13863,525094,returned
13864,525095,shipped
13865,525097,nan
13866,525100,shipped
13867,525102,shipped
13868,525103,shipped
13869,525104,shipped
13870,525105,shipped
13871,525106,nan
13872,525107,shipped
13873,525108,shipped
13874,525109,canceled
13875,525110,shipped
13876,525112,shipped
13877,525113,shipped
13878,525114,shipped
13879,525129,shipped
13880,525141,shipped
13881,525145,returned
13882,525158,canceled
13883,525164,shipped
13884,525165,shipped
13885,525167,shipped
13886,525169,nan
13887,525170,shipped
13888,525171,shipped
13889,525172,shipped
13890,525173,nan
13891,525194,shipped
13892,525200,shipped
13893,525202,shipped
13894,525204,shipped
13895,525205,returned
13896,525213,shipped
13897,525214,shipped
13898,525215,shipped
13899,525216,shipped
13900,525218,shipped
13901,525219,shipped
13902,525220,returned
13903,525223,shipped
13904,525224,shipped
13905,525225,shipped
13906,525226,shipped
13907,525227,
13908,525228,shipped
13909,525230,shipped
13910,525231,shipped
13911,525232,shipped
13912,525233,shipped
13913,525234,shipped
13914,525237,shipped
13915,525239,canceled
13916,525248,nan
13917,525249,shipped
13918,525251,shipped
13919,525252,shipped
13920,525253,shipped
13921,525254,shipped
13922,525255,shipped
13923,525256,shipped
13924,525257,shipped
13925,525258,shipped
13926,525259,shipped
13927,525260,shipped
13928,525261,shipped
13929,525262,shipped
13930,525263,shipped
13931,525264,shipped
13932,525265,shipped
13933,525277,returned
13934,525278,shipped
13935,525279,shipped
13936,525280,shipped
13937,525281,shipped
13938,525282,shipped
13939,525283,shipped
13940,525284,NULL
13941,525285,shipped
13942,525286,shipped
13943,525287,shipped
13944,525288,shipped
13945,525289,shipped
13946,525290,shipped
13947,525291,shipped
13948,525294,shipped
13949,525295,NULL
13950,525296,shipped
13951,525297,shipped
13952,525298,shipped
13953,525299,shipped
13954,525300,shipped
13955,525301,canceled
13956,525302,shipped
13957,525303,shipped
13958,525304,shipped
13959,525305,shipped
13960,525306,shipped
13961,525307,shipped
13962,525308,shipped
13963,525309,shipped
13964,525310,shipped
13965,525311,shipped
13966,525312,canceled
13967,525314,shipped
13968,525315,shipped
13969,525316,shipped
13970,525317,shipped
13971,525329,shipped
13972,525335,shipped
13973,525355,returned
13974,525360,shipped
13975,525362,shipped
13976,525366,shipped
13977,525391,shipped
13978,525401,shipped
13979,525402,
13980,525404,shipped
13981,525406,shipped
13982,525407,shipped
13983,525408,shipped
13984,525410,canceled
13985,525411,returned
13986,525412,shipped
13987,525413,shipped
13988,525416,shipped
13989,525417,shipped
13990,525418,shipped
13991,525420,shipped
13992,525421,shipped
13993,525422,shipped
13994,525423,nan
13995,525424,shipped
13996,525425,shipped
13997,525426,shipped
13998,525428,shipped
13999,525429,shipped
14000,525430,shipped
14001,525431,shipped
14002,525433,shipped
14003,525434,shipped
14004,525435,shipped
14005,525436,shipped
14006,525437,shipped
14007,525438,shipped
14008,525439,
14009,525440,shipped
14010,525441,shipped
14011,525442,shipped
14012,525443,shipped
14013,525444,shipped
14014,525446,shipped
14015,525447,shipped
14016,525448,shipped
14017,525449,shipped
14018,525452,nan
14019,525453,shipped
14020,525455,returned
14021,525456,shipped
14022,525457,shipped
14023,525459,shipped
14024,525466,returned
14025,525467,shipped
14026,525468,shipped
14027,525469,shipped
14028,525472,shipped
14029,525474,shipped
14030,525477,shipped
14031,525479,shipped
14032,525482,shipped
14033,525483,shipped
14034,525484,shipped
14035,525485,
14036,525493,shipped
14037,525494,shipped
14038,525495,shipped
14039,525496,shipped
14040,525497,shipped
14041,525498,NULL
14042,525500,shipped
14043,525504,shipped
14044,525520,nan
14045,525523,nan
14046,525524,shipped
14047,525526,shipped
14048,525527,nan
14049,525528,shipped
14050,525543,shipped
14051,525564,shipped
14052,525565,nan
14053,525566,shipped
14054,525568,shipped
14055,525569,
14056,525570,shipped
14057,525571,shipped
14058,525572,shipped
14059,525573,shipped
14060,525575,shipped
14061,525576,shipped
14062,525577,shipped
14063,525578,shipped
14064,525579,returned
14065,525581,shipped
14066,525583,shipped
14067,525584,shipped
14068,525585,shipped
14069,525596,shipped
14070,525618,shipped
14071,525639,shipped
14072,525644,shipped
14073,525676,shipped
14074,525694,shipped
14075,525696,shipped
14076,525697,shipped
14077,525698,shipped
14078,525700,shipped
14079,525701,shipped
14080,525702,shipped
14081,525703,shipped
14082,525704,shipped
14083,525705,shipped
14084,525706,shipped
14085,525707,shipped
14086,525708,shipped
14087,525709,shipped
14088,525710,returned
14089,525711,canceled
14090,525713,shipped
14091,525714,shipped
14092,525715,shipped
14093,525716,shipped
14094,525717,shipped
14095,525719,returned
14096,525720,canceled
14097,525721,shipped
14098,525723,shipped
14099,525725,shipped
14100,525726,shipped
14101,525727,shipped
14102,525728,shipped
14103,525729,shipped
14104,525730,returned
14105,525731,returned
14106,525732,NULL
14107,525733,shipped
14108,525736,shipped
14109,525738,shipped
14110,525739,shipped
14111,525740,shipped
14112,525741,shipped
14113,525742,shipped
14114,525743,shipped
14115,525744,returned
14116,525745,shipped
14117,525746,shipped
14118,525747,shipped
14119,525748,shipped
14120,525749,shipped
14121,525750,canceled
14122,525751,shipped
14123,525754,shipped
14124,525756,shipped
14125,525757,shipped
14126,525760,shipped
14127,525761,shipped
14128,525762,shipped
14129,525763,canceled
14130,525764,shipped
14131,525765,
14132,525772,shipped
14133,525773,NULL
14134,525787,shipped
14135,525800,shipped
14136,525801,shipped
14137,525803,
14138,525823,shipped
14139,525824,shipped
14140,525825,shipped
14141,525826,shipped
14142,525827,shipped
14143,525828,shipped
14144,525829,shipped
14145,525830,returned
14146,525831,shipped
14147,525832,shipped
14148,525833,returned
14149,525834,shipped
14150,525835,shipped
14151,525836,shipped
14152,525837,shipped
14153,525838,shipped
14154,525839,shipped
14155,525840,shipped
14156,525841,shipped
14157,525854,shipped
14158,525855,shipped
14159,525856,returned
14160,525857,shipped
14161,525858,shipped
14162,525860,shipped
14163,525861,canceled
14164,525862,shipped
14165,525863,nan
14166,525864,shipped
14167,525866,shipped
14168,525867,shipped
14169,525868,shipped
14170,525869,shipped
14171,525870,shipped
14172,525871,shipped
14173,525872,shipped
14174,525873,shipped
14175,525874,shipped
14176,525875,shipped
14177,525877,shipped
14178,525878,shipped
14179,525879,shipped
14180,525883,shipped
14181,525884,shipped
14182,525885,shipped
14183,525886,shipped
14184,525887,shipped
14185,525888,shipped
14186,525889,shipped
14187,525890,canceled
14188,525891,shipped
14189,525892,shipped
14190,525895,shipped
14191,525898,shipped
14192,525899,shipped
14193,525900,shipped
14194,525902,shipped
14195,525903,shipped
14196,525905,returned
14197,525906,returned
14198,525909,canceled
14199,525912,shipped
14200,525913,shipped
14201,525919,shipped
14202,525920,shipped
14203,525921,shipped
14204,525926,shipped
14205,525928,shipped
14206,525931,shipped
14207,525934,shipped
14208,525941,shipped
14209,525942,shipped
14210,525943,shipped
14211,525944,shipped
14212,525945,shipped
14213,525947,shipped
14214,525948,shipped
14215,525949,shipped
14216,525950,shipped
14217,525951,shipped
14218,525952,shipped
14219,525953,shipped
14220,525959,shipped
14221,525960,shipped
14222,525963,shipped
14223,525964,shipped
14224,525965,shipped
14225,525966,shipped
14226,525967,shipped
14227,525968,returned
14228,525970,shipped
14229,525974,shipped
14230,525975,shipped
14231,525976,shipped
14232,525977,shipped
14233,525978,shipped
14234,525979,shipped
14235,525980,shipped
14236,525981,shipped
14237,525995,shipped
14238,526002,canceled
14239,526028,shipped
14240,526039,shipped
14241,526042,shipped
14242,526056,shipped
14243,526084,shipped
14244,526085,NULL
14245,526086,shipped
14246,526087,shipped
14247,526089,shipped
14248,526090,shipped
14249,526091,shipped
14250,526092,shipped
14251,526093,shipped
14252,526094,shipped
14253,526096,returned
14254,526097,returned
14255,526107,shipped
14256,526108,shipped
14257,526112,shipped
14258,526113,shipped
14259,526114,shipped
14260,526115,returned
14261,526118,shipped
14262,526120,returned
14263,526121,shipped
14264,526122,shipped
14265,526123,shipped
14266,526124,shipped
14267,526125,canceled
14268,526127,shipped
14269,526128,shipped
14270,526134,shipped
14271,526138,canceled
14272,526139,shipped
14273,526140,shipped
14274,526141,shipped
14275,526142,shipped
14276,526145,canceled
14277,526150,shipped
14278,526152,shipped
14279,526153,shipped
14280,526154,shipped
14281,526155,shipped
14282,526158,shipped
14283,526160,shipped
14284,526161,shipped
14285,526162,shipped
14286,526163,shipped
14287,526166,shipped
14288,526167,shipped
14289,526168,returned
14290,526169,shipped
14291,526170,shipped
14292,526171,shipped
14293,526172,shipped
14294,526174,shipped
14295,526175,shipped
14296,526176,shipped
14297,526177,shipped
14298,526178,shipped
14299,526179,shipped
14300,526180,returned
14301,526181,shipped
14302,526183,shipped
14303,526184,shipped
14304,526185,shipped
14305,526186,shipped
14306,526187,shipped
14307,526188,shipped
14308,526189,shipped
14309,526190,shipped
14310,526191,shipped
14311,526192,shipped
14312,526193,shipped
14313,526194,shipped
14314,526195,shipped
14315,526196,returned
14316,526197,shipped
14317,526199,shipped
14318,526200,shipped
14319,526201,shipped
14320,526202,shipped
14321,526204,shipped
14322,526205,shipped
14323,526206,shipped
14324,526207,shipped
14325,526208,shipped
14326,526209,shipped
14327,526210,canceled
14328,526211,canceled
14329,526212,shipped
14330,526213,shipped
14331,526214,shipped
14332,526215,shipped
14333,526216,returned
14334,526217,shipped
14335,526218,shipped
14336,526219,shipped
14337,526220,shipped
14338,526221,shipped
14339,526222,shipped
14340,526223,nan
14341,526224,shipped
14342,526225,shipped
14343,526226,shipped
14344,526227,shipped
14345,526228,shipped
14346,526229,shipped
14347,526230,shipped
14348,526231,
14349,526232,shipped
14350,526233,shipped
14351,526234,shipped
14352,526235,shipped
14353,526236,shipped
14354,526237,shipped
14355,526238,shipped
14356,526239,shipped
14357,526240,shipped
14358,526241,shipped
14359,526242,shipped
14360,526243,shipped
14361,526244,shipped
14362,526245,shipped
14363,526246,returned
14364,526247,shipped
14365,526248,shipped
14366,526263,shipped
14367,526264,shipped
14368,526265,NULL
14369,526267,nan
14370,526268,returned
14371,526269,shipped
14372,526271,shipped
14373,526272,shipped
14374,526273,returned
14375,526276,shipped
14376,526286,nan
14377,526288,shipped
14378,526298,shipped
14379,526317,returned
14380,526322,shipped
14381,526335,returned
14382,526349,shipped
14383,526355,shipped
14384,526375,shipped
14385,526382,shipped
14386,526383,shipped
14387,526384,shipped
14388,526385,shipped
14389,526387,shipped
14390,526388,shipped
14391,526389,shipped
14392,526391,shipped
14393,526392,shipped
14394,526393,shipped
14395,526394,shipped
14396,526395,shipped
14397,526396,returned
14398,526397,shipped
14399,526399,shipped
14400,526400,shipped
14401,526401,shipped
14402,526402,shipped
14403,526404,shipped
14404,526406,shipped
14405,526407,shipped
14406,526408,shipped
14407,526409,shipped
14408,526410,shipped
14409,526411,shipped
14410,526412,returned
14411,526413,shipped
14412,526414,shipped
14413,526416,canceled
14414,526417,shipped
14415,526418,shipped
14416,526419,shipped
14417,526420,shipped
14418,526421,shipped
14419,526422,shipped
14420,526423,shipped
14421,526424,shipped
14422,526425,shipped
14423,526426,shipped
14424,526427,shipped
14425,526429,shipped
14426,526430,shipped
14427,526432,shipped
14428,526455,shipped
14429,526458,shipped
14430,526459,shipped
14431,526460,shipped
14432,526462,shipped
14433,526465,canceled
14434,526471,shipped
14435,526472,canceled
14436,526473,shipped
14437,526480,shipped
14438,526483,shipped
14439,526484,shipped
14440,526485,shipped
14441,526486,shipped
14442,526487,shipped
14443,526488,shipped
14444,526489,nan
14445,526490,shipped
14446,526491,shipped
14447,526492,shipped
14448,526493,shipped
14449,526494,shipped
14450,526495,shipped
14451,526496,shipped
14452,526497,returned
14453,526498,shipped
14454,526499,returned
14455,526500,shipped
14456,526501,returned
14457,526502,shipped
14458,526503,shipped
14459,526504,shipped
14460,526505,shipped
14461,526506,shipped
14462,526507,returned
14463,526508,shipped
14464,526509,shipped
14465,526510,shipped
14466,526512,shipped
14467,526513,shipped
14468,526514,canceled
14469,526515,nan
14470,526553,shipped
14471,526564,shipped
14472,526575,shipped
14473,526585,NULL
14474,526599,shipped
14475,526606,shipped
14476,526607,shipped
14477,526610,shipped
14478,526611,shipped
14479,526612,nan
14480,526613,shipped
14481,526614,shipped
14482,526615,returned
14483,526621,shipped
14484,526625,shipped
14485,526626,shipped
14486,526627,returned
14487,526628,returned
14488,526629,shipped
14489,526631,returned
14490,526632,shipped
14491,526633,shipped
14492,526634,shipped
14493,526635,shipped
14494,526636,shipped
14495,526637,shipped
14496,526639,shipped
14497,526640,canceled
14498,526641,shipped
14499,526642,shipped
14500,526644,shipped
14501,526645,returned
14502,526646,shipped
14503,526647,shipped
14504,526649,shipped
14505,526650,shipped
14506,526651,shipped
14507,526652,shipped
14508,526654,shipped
14509,526655,shipped
14510,526656,shipped
